text,reaction
সুরুতেই ফাযলামি,disgust
কালীমা কে নাকি পাঠায় ধর্শন করছে...হা হা হা,happy
উদ্যোগ ভাল কিন্তু এর মাধ্যমে বাংলাদেশের পরিবর্তন সম্ভব না,happy
"অপরাধ কারী এবং অপরাধী কে প্রশ্রয় দানকারী দুজনেই সমান অপরাধী ? এদেকে কি বলে মোনাফেক, কাফের, জারজ, নাস্তিক, আস্তিক, মালউন, আরো কত কি কি বলে???????",sad
"লেখা ভাল কিন্তু কাফনের কাপড় পরে এটা কোথায় ------,,,?",happy
রোকনউদৌলা স্যারের মত বাংলার বুকে অমর হয়ে থাকবে ইউসুফ স্যার। এত মানুষের দোঅা অাল্লাহ কবুল করছেন অবশ্যই অাপনার জন্যে জান্নাতের দরজা খুলে গেছে অামি মনে করি ~ অামিন♥♥♥,happy
এই পোষ্টের বিরুদ্ধে জয় পতিবাদ করেছে! ছিঃ এ নাকি আবার আগামীর রাজনৈতিক কান্ডারি॥,sad
চোখে আঙ্গুল দিয়ে সমাজের অন্যায় গুলো দেখিয়ে দেওয়ার কারনে তরুন প্রজন্মের কাছে Dr. Imran H Sarker এর জনপ্রিয়তার গ্রাফ উর্ধমুখী । তাই বিশেষ হিংসুকের অন্তঃজ্বালা শুরু হয়েছে ।,disgust
অনুভূতি সব ইসলাম ধর্মমে,angry
মাত্র ৩২ বছরে ...আমিন !!,sad
"আবার তোরা মানুষ হ,,,",happy
আমার অপরাধ আমি হিন্দু ৷,angry
"হট্রগোল আর পরিস্থিতি ঘোলাটে করে নির্বাহী মেজিস্ট্রটকে ভয় দেখিয়ে দূর্নীতি করতে চায় । আপনারা বীরের সন্তান। ভয় পাবেননা, জনগন আপনাদের সাথে আছে। দূর্নীতিবাজরা লম্পট, এরা দেশ ও জনগনের শত্রু।",fear
আমাদের দেশের কিছু মুসলমানদের মধ্যে মানুষের রক্ত নাই,disgust
Good হিন্দু তারাও,sad
এক বছর কম হয়ে গেলো,sad
বর্তমান ডিজিটিল জামানার মানুষকে ও হার মানিয়েছে,sad
"স্যালুট ইউ ম্যাজিস্ট্রেট স্যার """,happy
শফিক রহমানকে গ্রেফতার আলামত হচেচ সরকারের বিদায়ের ঘন্টা বাজানো। কারন এতো দমন পিড়ন করে খমতা থাকলে আল্লাহ তাআলাও এটা পছন্দ করে না। এতো দমন পিডন বাংলাদেশে আজ পযন্ত হয় নাই,fear
টিভিটার উন্নতি হয়েছে মনে হচ্ছে,happy
এই প্রথম আপনার একটা স্ট্যাটাস আমার ভালো লাগছে । বায়বীয় অবিযোগ,happy
"অপরাধ কারী এবং অপরাধী কে প্রশ্রয় দানকারী দুজনেই সমান অপরাধী ? এদেকে কি বলে মোনাফেক, কাফের, জারজ, নাস্তিক, আস্তিক, মালউন, আরো কত কি কি বলে???????",angry
এটা আবার হিন্দুদের কেমন দেবতা যে নিজেকে রক্ষা করতে পারে না।তবে যে কাজটা করেছে তারা ভালো করেনি,disgust
আপনি আমার মনের কথা গুলোই বলেছেন। আমি প্রায় একই রকম স্টাট্যাস দিতে যাচ্ছিলাম।,happy
কুরআন পোরায় তাতে আপনার মাথা বেথা হয়না ?,angry
এই ভয়েই ছিলাম. সব শিয়ালের এক রা. একবার ডাক দেন আমাদের কে আইসা পিডায়.,angry
আপনি চালিয়ে যান যা হবার পরে দেখা যাবে,happy
"জরিমানার পাশাপাশি কিছু উত্তম মধ্যম এর ব্যবস্থা থাকলে ভালো হতো স্যার,",angry
খোজ কিভাবে মিলবে সরকার তার পুশা কুত্তা দিয়ে গুম করিয়েছে,angry
যারা এ সব করে তারা তো কাপুরুষ। তাই ভাবি এদের বাবা কে ?,sad
"আপনাকে অনেকেই বান্দর বলে, আজ আমি বলিলাম আপনি আসলেই একটা বান্দর",angry
ওরা তো অমানুষের বাচ্চা,angry
যে খেদা নিজেকে রখা করতেপারেনা সেই খেদার দরকার কি আপনারা নিজেরা বলেন ভাই।,sad
এইভাবে কাজ করে গেলে দেশ ঠিক হতে হবেই। শুরুটা নাহয় আপনিই করলেন,happy
সংখ্যালঘুদের অনুভূতি থাকতে আছে?? হাসালেন দাদা..... :),disgust
একটু বেশি হয়ে গেলো।,angry
ভাই মূর্খদের জ্ঞান দিয়ে কোন লাভ নেই ওতে বরঞ্চ ওদের ক্রোধ আরও বাড়ে।।,disgust
শফিক রেহমান অপরাধী এজন্য তাকে গ্রেফতার করা হয়েছে।,happy
ত্বরিত ব্যবস্থা গ্রহণের জন্য Magistrates All Airport of Bangladesh ধন্যবাদ।,happy
"কূত্কূতি দিয়া চইলা গেলেন, এখন পাগলার হাসিটা থামাইব কেঠা ? আপনার কুত্তা আপনিই সামলান I",disgust
মামা চাপাতি লাগলে আমার থেকে একটা নে তারপর আবার যা ইমরানের বাড়িতে । আর যদি ধরা খাছ তাইলে আমার কাছে আসিস আরেকটা চাপাতি দিমুনে । টাকা লাগতোনা ফ্রি তুইতো আমার কলিজার লাহান কাজটা করতাছোছ ।,happy
ধর্মীয় অনুভুতিতেকেন এই আঘাত?,angry
জরা এই কাজ করেছে ওরা মানুষ না,angry
চমতকার পতিবেদন,happy
একমাত্র ইসলামই দূর করতে পারে বাংলাদেশের এই সমস্যা। আর কিছু নয়,happy
ইমরান ভাই আপনার সাথে আপনার লাকি নাকি পাখি আপু একটা আছে না ও একমত আছেনি।,fear
বন্ধুরা একটু আগে আমি ৫০০ টাকা রিচার্জ পেলাম। ইয়াহু... আমি ইনকাম করতে পেরেছি। খুব সহজে মাত্র ১০ মিনিটের এর মধ্যে । প্রথমে আমি নিজেও বিশ্বাস করিনি কিন্তু আমি যখন নিজে টাকা পেয়েছি ঠিক তখনই আমার বিশ্বাস হয়েছে । এই মাত্র আমি ৫০০ টাকা রিচার্জ পেলাম তাই বন্ধুদের শেয়ার করছি। আপনি নিজেই দেখুন এই লিংকে যান →http://CASHBKASH.WAPKA.MOBI,happy
"দেশের সকল ম্যাজিস্ট্রেট ভাইদের দৃষ্টি আকর্ষণ করছি , আপনারা একত্রিত হয়ে এ য়ার পোর্ট ম্যাজিস্ট্রেট দের পাশে দাড়ান । বেয়াদপ গুলোর কঠিন বিচার করেন । এই দেশে অন্যায়ের বিচার করলে , আন্দলনের নামে বিচারকারিকে অপমান করা ফ্যাশন হয়ে গেছে ।",angry
এই পুলিশ ভাইকে কোটি সালাম।,happy
"আমাদের উপকার তো করছেনই! সাথে রম্য ও রসালো ভাবে চুর ধরার কাহিটাও যেভাবে উপস্থাপন করেন,,,,সত্যিই আপনি স্যালুট পাওয়ার যোগ্য সার!",happy
নিন্দা জানাই এই মানুষদের জারা যেনে বুঝে এই সব কাজ করে।,sad
ছাত্রলীগ সেক্রেটারি কে অনতিবিলম্বে গ্রেপ্তার করাহউক,angry
যেই এইকাজটা করেচে তাকে আমার ছালাম,happy
বাংলাদেশি পুলিশ আন্তরিক হলে একটি আলপিন হারিয়ে গেলে ও খুঁজে বাহির করতে পারবে।,happy
Uzzal Sarkar ভাই ভুল ইংরেজী ব্যবহার না করে সঠিক বাংলা ব্যবহার করা উচিত।,sad
ওরা যে ভাবে প্রতিমা ভাংলো তাদের মাথাও এভাবে ভাংগা দরকার,angry
আপনার আন্দোলন কে স্বাগত জানাই। চালিয়ে যান। যদি বাধা আসে তাহলেই বুঝবেন আপনি সার্থক। আর বিশেষ করে এয়ারপোর্ট পুলিশ দের একটু সাইজ করেন। এরা সবচেয়ে বেশি চোর। শুভকামনা রইলো।,happy
এটা ঠিক কাজ করছে,happy
ওরা তো ভারতের দালাল আই সি সি এসব ভারতের চাল,angry
ফেসবুকের মন্তব্য নিয়ে টি-ভি reporting করা ঠিক না। নিজস্ব যুক্তি ও তথ্য দিয়ে রিপোর্ট উপস্থাপন করুন।,sad
আসলে আমরা কেউ সরকার কি বলতে চান তা বুঝতে পারছি না।। সরকার বলতে চাই যে তোমরা যখন ইচ্ছা যা ইচ্ছা করতে পার বা বলতে পার কিন্তু সরকার কে নিয়ে ভাল কিছু ছাড়া অন্য কিছু বলতে গেলেই আপনি গেছেন।। কারণ আমারা নাম এ গণতান্ত্রিক বাংলাদেশের কথা বলি যেখানে গনতন্ত্রের কোন চিহ্নটুকু নেই।।।,disgust
মাদারচৌূদ তুর ঘোয়াদিয়া এইগোলো ডুকানুর জন্য কাটাহইছে।শালা নাছতিকের জন্ম।,angry
একে চিনে রাখুন ওনি হলো Dr.imran H sarker চামচা,angry
রাষ্টের সম্পদ অন্যের হাতে তুলে দেওয়া যদি দেশদ্রোহিতা হয় তাহলে রাষ্টের জনগনের ফিঙ্গার প্রিন্ট বিদেশি কোম্পানির হাতে তুলে দেওয়া কেন দেশদ্রোহিতা হবেনা ? আমি আমার ফিঙ্গার প্রিন্ট কোনো বিদেশি কোম্পানির হাতে তুলে দিব না এতে যদি সিম নষ্ট হয়ে যায় যাক তবুও দেশকে পাকিস্তান বানাতে সাহায্য করব না ! প্রয়োজন হলে সরকারের কাছে সম্পুর্ন উলঙ্গ হয়ে বডি প্রিন্ট দিতে রাজি আছি কিন্তু ফিঙ্গার প্রিন্ট দিয়ে সিম রেজিষ্টেশন করব না ! আমার একটাই দাবি বায়োমেটিক উপায়ে ফিঙ্গার প্রিন্ট দিয়ে সিম রেজিষ্টেশন বন্ধ করুন !,angry
বুঝতে পারতেছিনা কি করব?,fear
রিজেন্ট অনেক সময় নষ্ট করে,disgust
100% ঠিক ঠিক ঠিক..এত দিনে বুঝলে তাহলে ভা.ই.য়া।,happy
নিউজটা খুব ভাল লাগল ।,happy
আমরা এর নিন্দা জানায়,sad
"পাপ বাপকেও ছাড়ে না, এমন কি প্রবীণ পন্ডিত হলেও না।",fear
প্রশ্ন যদি ভুল হয় তাহলে পরিক্ষা নেবার কি দরকার? right,angry
মূর্তি ভাংলেই চেতনার ধ্বংস হবে এই ভাবনা ভুল।,angry
শাবাশ! !,happy
জেল জরিমানা করে কোন লাব হবে না ! এদের কে রাস্তায় দাড করীয়ে জুতাপীটা করলে কীচু টা ...দেশের উপকার হতো ।,angry
ইমরান ভাই আপনের মত যদি সবাই চিন্তা করত তাইলে অবশ্যই এর প্রতিবাদ হত,happy
হাহাহা....ভুতের মুখে রাম নাম কাহিনীটা কি? #Imran_H_Sarker,happy
"ভাই সহমত তিব্র নিন্দা জানাই,,,",sad
১০০% ঠিক।,happy
"ইমরান সরকার নাস্তিকতা এবং নাস্তিকদের সঙ্গ ত্যাগ করুন,তওবা করুন এব আল্লাহকে ভয় করুন।",fear
"ওদের সবাইকে একসাথে বের করে দেন চাকরি থেকে, বাংলাদেশে জনবলের অভাব হবে না। হাজার হাজার বেকার মানুষ আছে তাদের কাজের জায়গা হবে। এদের কাজ দিলে হাজার হাজার পরিবারের দোয়া পাওয়া যাবে। আর নয়তো এদের জনগনের হাতে ছেড়ে দিন।",sad
সারা দেশতো মূরতিতে ভরে গেছে ।,sad
বাংলাদেশের পুলিশরে পুটকি মারার দরকার।,angry
"বঙ্গবন্ধু কে হত্যার পর পর বাংলা বেতার এ শফিক রেহমানের একটি নিয়মিত অনুষ্ঠান থেকে ,মুক্তিজুদ্দের বিপক্ষের শক্তিকে যেভাবে উস্কানি দিয়ে ছিল তা হয়তো আপনি দেখেন নাই ।",sad
"সমালোচনা থাকবে,তার মধ্যে এগিয়ে যেতে হবে।",happy
যতসব তামাশা. ইমরান ভাই তুই ভালো হবি কবে ?,angry
খারাপ লোকে দেশটা ভরে যাচ্ছে... তাদের মাঝে আপনাদের এই উদ্যোগ অবশ্যই সাহসী পদক্ষেপ... আপনাদের সাথে আছি.. :),sad
"যার কথা ও কাজের মাঝে কোন মিল থাকেনা সে হল রাজনীতিবিদ দের চেয়েও মহা বাটপার, ভন্ড। আসুন আমরা কথা ও কাজকে মিল রেখে দেশের জন্য কাজ করি।",happy
ইস ! পুলিশ যদি এমন হত,happy
আবার আশা দিবে বিচার হবে। আমরা এই বেপার এ কথা বলছি। আবার আমরা আশাহত হবো কিছু ই হবে না,sad
ভাই আপনে কি সিউর জে একজন মুসলিম ভাঙছে?,angry
বাংলাদেশ সকল বাঙ্গালির দেশ ধন্যবাদ,happy
তহবিলের টাকা দিয়ে সরকার KFC and MCDখাচ্ছে,angry
একদম,happy
আলহামদুলিল্লাহ্! খুব ভাল কাজ। ধন্যবাদ সবাইকে।,happy
এখানে অপরাধী ব্যক্তিকে কাষ্টম সরকার বলা হয়েছে। এতে বুঝা যায় অপরাধী ব্যক্তি কাষ্টমস ডিপা:-এর লোক। আসলে তা সঠিক নয়। কাষ্টম সরকার হচ্ছে সি এন্ড এফ এজেন্ট( ক্লিয়ারিং এন্ড ফরওয়াডিং এজেন্ট) এর নিয়োগকৃত করমচারী। আর সি এন্ড এফ এজেন্ট হচ্ছে কাষ্টম ডিপা: কতৃক প্রদত্ত লাইসেন্সধারী ব্যবসায়ী প্রতিষ্ঠান।,sad
"কথা গুলো কেউ এরিয়ে যাবেন না.... হিজাব পরা অপরাধ....? ইউনিভার্সিটিতে পরা অপরাধ.....? টিউশনি করা অপরাধ.....? তাই না...........? যে সেনানিবাস এলাকায় মোটরবাইকে ঢুকতে হলে দুই জনের মাথার হেলমেট থাকতে হয়, তা না হলে প্রবেশ করতে দেয়া হয় না.....যে সেনানিবাসের প্রত্যেকটা এরিয়া সি সি ক্যামেরায় নিয়ন্ত্রিত....যে সেনানিবাসে সনেদহভাজন কিছু দেখামাত্র হেড কন্ট্রোলরুমে ইনফরমেশন চলে যায়....যে সেনানিবাসে অপ্রীতিকর কিছু ঘটার আগেই তা দায়িত্বরত কর্মকর্তা নজরে ধরা পরে....সেই সেনানিবাস এলাকায় কেন আমাদের বোন.....আমার বোন #তণু কে ধর্ষিত হতে হলো...কেন তার জীবন কেড়ে নেয়া হলো.....সয়ং নিজের এলাকায় নিজের দেশের মাটিতে........নাকি বাংলাদেশে জন্মগ্রহণ করাটাই ছিলো তার অপরাধ....দুঃখ করিস না বোন এ দেশ তোকে কিছুই দিতে পারবেনা,শুধু দিতে পারবে তোর আত্মাকে সান্ত্বনা..... শুধু একটাই কষ্ট অামি বাঙালি....কিন্তুু আমি স্বাধীন না........ :( :( :(",sad
"জনাব মোশারফ মোশার তার আরেক জানে জিগর ময়লানা গুলাম আজম ঔরফে রক্তগংগার বিনিময়ে নির্মিত বাংগালীর ইতিহাসের শত্রু সম্পর্কে লিখতে গিয়ে যে বিশেষণ গুলো ব্যবহার করেছেন, তার বিপরীতে একটি কৌতুক না লিখে পারলাম না!। পুরান ঢাকায় ঘোড়ার গাড়ীর প্রচলন বহুকাল আগে থেকেই।তো একদিন এক হাড়কিপটে লোক সদরঘাট থেকে গুলিস্তান আসার জন্য সহিসকে(ঘোড়ারচালক)শুধালো, গুলিস্তান যাবো, ভাড়া কতো? সহিস বললো দশটাকা ভাড়া। লোকটি শুধালো একটাকায় যাবে?জবাবে সহিস জিহ্বায় কামড় দিয়ে হারকিপটে লোকের কানের কাছে ফিসফিসিয়ে বললো,আস্তে কন! আমার ঘোড়ায় ভি ছুনবার পারলে লজ্জা পাইবো!!!",happy
বিচার চাই কটিন বিচার,angry
"পুলিশ তো আমাদের সনতান। আলাদা করে দেখার কি অাছে? ধণ্যবাদ,খবরও। ছবি দেওয়াতে।",happy
"শফিক রেহমানের গ্রেফতার ও রিমান্ডের জন্য, যদি তুমি এক বাপের জন্মা হয়ে থাক শাপলাচত্বরে কর্মসূচি দেন। আপনার সাথে ৮০% লোক একমত থাকবে।",angry
গণজাগরণ মঞ্চ আর একটা বাটপারি,angry
একদম সত্য কথা বলেছেন,happy
খুশি হলাম তবে পরবর্তী সময়ে তারা যেন আরো বেশি ভয়ংকর হতে না পারে সেদিকটা নজর রাখতে হবে।,fear
এরা মাজে মাঝে বাংলার বিরের পরিচয় দেয় সালাম তোমাদের,happy
বেশি কিছু আশা করা ভুল....,sad
ভালো উদ্যগ,happy
বিমানের সিকিউরিটি সুপারভাইজার জনাব আবু সাইদকে ছালাম।,happy
ঐ বেদিনের জাতিরা....আমি কোথাও ভুল বললাম নাকিরে?কালীমা পাঠার পুন্দানি খায়্ নাই?অস্বীকার করতে পারবি?বুঝলি মুসলিম ছাড়া আর কোন জাত ই নেই! সব কুধর্মি,angry
একে ধরিয়ে দিন,sad
"যেসব চৌধুরী সাহেবরা এয়ারপোর্ট কন্ট্রাক্ট এর সাথে জড়িত, উনাদের একটু ধোলাই দেয়ার ব্যবস্থা করিয়েন আর আমাদের দেখার ব্যবস্থা করিয়েন",angry
"৭১এর স্বাধীনতা অর্জন করতে যারা দিয়েছে প্রান, সকল শহিদদের প্রতি গভীর শ্রদ্ধাঞ্জলী|",sad
"যারা এগুলো করে তাদের জন্মের ঠিক থাকেনা,,,",sad
বায়োমেট্রিক পদ্ধতির প্রক্রিয়াটি একদমই আমার পছন্দ না অন্য পদ্ধতি বের করুন,sad
এরা যা বুঝে তাই করে! ওদের ক্ষমতা,angry
বাহিরের মানুষ দুরের কথা নিজের দেশের মানুষের নিরাপদ না আমাদের দেশ আমারা দেশে যেতে ভয় করে তো বাহিরে মানুষ কথা বাদ দিলাম,fear
"হাসাইলেন মিয়া , আপনে যে কত তামাশা করবেন তা কে জানে ?",happy
পালের গোদাকে তলব!!!!,angry
"অভিনন্দন পুলিশ এবং গণমাধ্যম (ফেসবুক)-কে। শিশুটির জন্য দোয়া রইলো, শিশুটি সত্যিই সৌভাগ্যবান।",happy
রাজাকার এভরিহোয়্যার,disgust
র্সধ সালাম তোমায়,happy
স্যার ভদ্র চোরের দন্ড ১বছরের । সেটি ৩৬৫দিনে বছর না ৩০দিনে বছর।,disgust
আপনার মতো জদি সবাই হতো বংলাদেশ অনেক সুন্দর হতো আপনাকে ধন্যবাদ।ভগবান ওদের বিচার করবে।,happy
আপনি চাইলে অনেক কিছু করা সম্ভব।আমরা আছি আপনার সাথে।,happy
ইহা নপুংসক এর কর্ম ।,disgust
Ha ha ha ... eta mone hobar ki asse......সেনাবাহিনী এখন রাজনীতিবিদ চাটা পশু,disgust
Bangladesh কি one man state হতে ছলছে?শফিক রেহমান কে গ্রেপ্তার এটাই প্রমান করে না! ?,angry
আমার অনেক প্রিয়দের মধ্যে আজ একজন কে হারালাম। সৃষ্টিকর্তা যেন তার সকল কিছু ক্ষমা করে স্বর্গ বাসি করে।,sad
উনি কি চোর ধরছে ? :p :p :p,fear
কিছুই বলার নেই।ধর্ম যে মানুষকে অধার্মিক করে এটা জানতামনা।,sad
সার। আমি আপনাকে অনেক ভালোবাসি,happy
নেক্সট অইটারে মানহানির মামলা দেন।,disgust
"ডিভোর্সী পাত্র-পাত্রীপেইজটিতে লাইক দিন,পছন্দের জীবনসংগী খুজে নিতে বিশ্বস্ত সহযোগীতা নিন।",happy
"ইমরান ভাই, ২১শে আগস্ট এখন সামান্য-! যদি ২১-শে আগস্টের লক্ষ পুরোপুরি সফল হতো, তাহলে জাতি পাইতো আরেকটা জাতীয় শোক দিবস-!! শফিক রেহমানদের এই ষড়যন্ত্রটাকে এখন সামান্য বলতে পারলেন-! যদি শফিক রেহমানরা সফল হতো--তাহলে তখন রাজপথে নেমে কি করতেন-? দেশের একবার নিভে যাওয়া আলো ফিরে পাইতে কম রক্ত আর সময় যায়নি, আবার যদি সেই সুযেগটাকে দেই -- তাহলে পুনরায় নাজানি কতো বছর লাগে একেকটা শিক্ষিত দেশের সম্পদ বানাতে-! আর ভাবতে চাইনা, আর কোন আগস্ট আমরা দেখতে চাইনা। আমি আপনার মতামতের বিপক্ষে, তবে আপনার বিপক্ষে নই। আমি আর আমার স্ত্রী একত্রে আপনার নেতৃত্বে (শাহবাগ) যখন রাজপথে রাজাকারের বিরুদ্ধে আন্দোলনের সময় আপনাকে যেমন শ্রদ্ধা করেছি, এখনো ঠিক তেমনি শ্রদ্ধা করি। বরং কাছ থেকে দেখা মানুষটাকে যারা দেখার বা জানার সুযোগ পায়নাই এবং অনেক ভুল ধারনা পেয়েছে, তাদের অনেকের সাথে অনেক সময় তর্কেও জড়িয়েছি। শুধু আপনাকে ভালবেসেই, শ্রদ্ধা করেই। অনুরোধ রইলো শফিক রেহমান বিষয়ে সংশোধন করবার। প্লিজ---",sad
তা হলে এই দেশ এ এখনও ভাল পুলিশ সদস্য আছে,happy
স্যার সত্যর জয় হবে কিন্তুু সমস্যা ঐ যে ব....ড় ভাই । এগিয়ে যান আল্লাহ্ সহায়..,happy
ধন্যবাদ ইমরান ভাই বিষয় টি সবার সামনে তুলে ধরার জন্য...,happy
আমরা সকল ধরণের নিবন্ধনে রাজি আছি তবে আঙ্গুলের ছাপে নয়।,sad
কি আর বলব শুধু হায়দার ভাইয়ের গানের কথা গুলো মনে পড়ে. কি দেখার কথা কি দেখছি. কি বলার কথা কি বলছি,disgust
অনেক অনেক শুভেচ্ছা এবং ধন্যবাদ আপনাকে,happy
আপনাদের কাজে অভিভূত। হতাশা হয়েই গেছিলাম বাংলাদেশের এয়ারপোর্টের বিষয়ে - ধরেই নিতাম এইটাই নিয়তি। বেশ কয়েকবার ঝগড়া করেছি - কোন লাভ হয়নি - কারন শুনার কেউ ছিলো না। অবশেষে আপনাদের কর্মকান্ডে আশাবাদী হচ্ছি। আল্লাহ আপনাদের ভাল করুন।,happy
জানুয়ার দের বিচার টিক হবে দেখছে না সারা বিশ্বে তাদেরর অবস্থা কি,angry
এটা ভাল বাসা টানে কাছে আনা,happy
"ফ্লাই দুবাই,এয়ার আরবিয়া ও রিজেন্ট এয়ার চট্রগ্রামেরর যাত্রী দের ঢাকার চেয়ে বেশি হয়রানি করে। কারন এখানে মেজিষ্ট্রেট নাই।",sad
উনার রুম Change হইসে।,happy
ভাই আমাদের কোন ধর্মীয় অনুভূতি নেই।সবই আপনাদের জন্য।,disgust
এগুলো আমার মনে হয় ভাঙ্গা হয়নি মাথা জোড়া দেওয়ার আগের পিক,happy
ইমরান সজিব ওয়াজেদ জয় সাহেবের স্ট্যাটাসের প্রেক্ষিতে কিছু বলুন। তানাহলে বুঝবো ওনার কথায় ঠিক । আপনি এখন বিবৃতিজীবি।তবে আপনার বিবৃতি আর বেশীদিন বাজারে বিকাবেনা।,sad
"বাংলাদেশী মানুষ আমরা, বাংলাতেই ভাব প্রকাশ করব।ইংরেজী জানি বলে যেখানে সেখানে তা ফলাব কেন?",disgust
কথা টিক,happy
বানান ভুল আছে ৩ টা ....সাধু চলিত মিশ্রিত,sad
"রাইট উনাকে আনফলো করলাম ।এখানে উনি মানে ""সজীব ওয়াজেদ ""। আমি কাকে আনফলো করব না করব সেটা একান্তই আমার নিজের ব্যাপার ।",angry
Dr.Imran H sarker এর নামে ফেক আইডি,happy
সাবাস আপনি আসলে বাঘের বাচ্চা !!! সাহস আছে আপনার । রান্না বান্না দুনিয়া ।,happy
ঐ নিরাপত্তা প্রধানই সকল চুরির হোতা। ওনাকে যথাযথ আইনি প্রক্রিয়ায় এনে বিচার করা হোক। আশাকরি অন্যায়ের কাছে নতি শিকার করবেন না।,fear
চোর দরলে লাভ কার? ট্যাক্স পাকি দেওয়ার জন্য অপারেটরেরা ঠিকমতো নিবন্ধন করেনা। না হয় সবকিছু দেওয়ার পরবো কেন অাবার এই সব।,sad
"তোর প্রতি সব শ্রদ্বা আজকে শেষ হয়ে গেল,তুই খাম্বার দুর্নীতির টাকা খেয়েছিস খানকির পোলা,সাংবাদিক হইলেই অপরাধী হয়না এই কথা কই পাইছিস হারামী???",angry
ভাই... দুয়া করি ক্ষমা করে দিক আল্লাহ তায়ালা.. কিন্তু ওনি তো জাহান্নামের সার্টিফিকেট নিয়া যাইতেছে। আসলেই কি ক্ষমা পাবেন?,sad
আমার বাবা মাঝে মাঝেই বলে এদেশ আমাদের বসবাসের উপযুক্ত নয় কিন্তু আমি সব সময়ি উনার একথার কাউন্টার করি।মাঝে মাঝে মনে করি বাবা মনে হয় আমাকে রাগাতেই এসব বলে কিন্তু এখন অনেক কিছু ভেবে দেখি সত্যিই এদেশ আমাদের বসবাসের যুগ্য নয়।।,fear
অভিনন্দন,happy
এতে কারও ধর্মঅনুভতিতে আঘাত লাগেনা !,disgust
সবার কাছে একটা অনুরুদ ক্রিকেট নির্বাচন আর রাজনিতি টা কিছু দিনের জন্য বাদ দিয়ে শুদু তনু হত্যার বিচার এর দাবিটা কে এগিয়ে নিয়ে যাই তা না হলে অন্য সব বির্তকিত সমালোচনার কারনে এই তনুর বিচারের আন্দোলন টা নিচে পড়ে দামা চাপা হয়ে যাবে,fear
হে তে হিন্দুর ?,angry
অবশ্যই এইটা সন্ত্রাস লীগের কান্ড,sad
Hamidul Islam Ridoy ম্যাজিস্ট্রট কোন আইনশৃঙ্খলা বাহিনীর অধীনে কাজ করেন না...উনাদের নিজস্ব নিয়ন্ত্রণকারী কর্মকর্তা থাকেন...তবে আইনশৃঙ্খলা,sad
ইসলাম ত্যাগ করে শান্তির পথে আসুন। হিন্দু ধর্মের চেয়ে পবিত্র কোন ধর্ম নাই। আর হিন্দু ধর্মই একমাত্র ধর্ম যা অন্য ধর্মের মানুষ কে সন্মান দিতে শেখায়।,disgust
ইমরান তর মা ব্যথা বেসি কেনরে না তুইওদের দলের,angry
"ভাই সেলিম,শুধু কি চুলকানি হিন্দুদের মূর্তির উপর?",angry
sirকে হাজার সালাম।,happy
ভাই আমি এবং আমার মত অনেকে বিশ্বস করেনা,sad
স্যার আমি আপনাকে নিয়ে অনেক চিন্তিত আছি ।কখন জানি এরা আপনাকে কিছু একটা করে ফেলে ।আপনি একটু সাবধানে চলাফেরা করবেন ।কারন এয়ারপোর্টের বেশিরভাগ লোকই কোন না কোন অপরাধে জরিত ।আর আপনি যেভাবে এদের ধোলাই করতেছন ।তারা তো চাইবে আপনাকে এখান থেকে সরিয়ে ফেলতে ।অতএব আপনি সাবধানে থাকবেন ।,fear
অবশেষে ইমরানের বাল উঠল,angry
"চোর এর দলের লিডার ধরা খাইলে ছামছা রা ত হট্টগোল করবেই। বড় চোর যদি ধরা খাইয়া যায়, তাইলে ছোট চোরের চা খাওয়ার পয়সা আইব কেমনে?",sad
এই পোস্টটি লেখার জন্য সরকার আপনাকে কী সুবিধা দিয়েছে?,angry
আর যারা এইসব কাজ করে তারা মানুষ না কি জানোয়ার সেই উপরওয়ালাই জানে।।,angry
ভাল আরো ভাল হওয়ার দরকার।,happy
"যত ছোলুম বদলাও না কেন,কোন লাভ নাই।",sad
"অপরাধ কারী এবং অপরাধী কে প্রশ্রয় দানকারী দুজনেই সমান অপরাধী ? এদেকে কি বলে মোনাফেক, কাফের, জারজ, নাস্তিক, আস্তিক, মালউন, আরো কত কি কি বলে?????? তোদের তো জাহার নামেও ঠাই হবে না ? তাহলে কোথায় ঠাই হবে,",disgust
"কি পরীক্ষা আমি বুঝিনা,,,,",sad
এই ধরনের হিংসাত্মক রাজনীতি আমাদের জীবনকে প্রতিনিয়ত হুমকির মধ্যে ফেলে দিচ্ছে। এর থেকে মুক্তি চাই।,fear
"ওদেরতো অনেক টাকা, আমার শুধু ভয় হয়, কখন যেন কোন অদৃশ্য চালে আপনাদেরকে প্রমোশন দিয়ে এয়ারপোর্ট থেকে সরিয়ে দেয় | আল্লাহ আমাদের সবার সহায় হোন |",fear
"কিছু বলব না, শুধু চাই সবাই কেন আপনার মত হয় না?",fear
"এখনতো সার্পোট দিবেন। নিজামীর ফাঁসী দ্রুত কার্যকরের জন্য ইমরান বলবে,তখন সে নাস্তিক হয়ে যাবে। শালা তোরা আসল নাস্তিক। তোরা বর্নচোরা। তোরা সুযোগবুঝে কথা বলছ।",angry
"ভাই আপনি তো বি এন পির টাকা খেয়েছেন,,দাবী সজিব ওয়াজেদ জয় ...কথা কি সত্য???",angry
শাহবাগ চত্ত্বরে এই ফাকে আরেকটি সুযোগ নিতে পারেন দাদা বাবুদের খুশি করার জন্য।,disgust
